ENTREZID	SYMBOL
1662	DDX10
8711	TNK1
6786	STIM1
55313	CPPED1
729438	CASTOR2
79142	PHF23
3422	IDI1
3601	IL15RA
29798	C2orf27A
7157	TP53
374928	ZNF773
9855	FARP2
1497	CTNS
22982	DIP2C
27247	NFU1
1282	COL4A1
1522	CTSZ
1355	COX15
646	BNC1
1801	DPH1
2137	EXTL3
4303	FOXO4
201725	C4orf46
9445	ITM2B
5725	PTBP1
92815	H2AC25
3622	ING2
154214	RNF217
112574	SNX18
2125	EVPL
55646	LYAR
5349	FXYD3
57552	NCEH1
161823	ADAL
169270	ZNF596
200424	TET3
617	BCS1L
6388	SDF2
1486	CTBS
9129	PRPF3
8649	LAMTOR3
65997	RASL11B
646719	NIPBL-DT
2669	GEM
79664	ICE2
26286	ARFGAP3
9296	ATP6V1F
8490	RGS5
124936	CYB5D2
388272	C16orf87
220988	HNRNPA3
23279	NUP160
339287	MSL1
10847	SRCAP
113235	SLC46A1
4016	LOXL1
87769	GGACT
116444	GRIN3B
101929147	WARS2-AS1
55689	YEATS2
3150	HMGN1
55750	AGK
25830	SULT4A1
6571	SLC18A2
56990	CDC42SE2
441549	CDNF
1052	CEBPD
8940	TOP3B
10153	CEBPZ
54854	FAM83E
27183	VPS4A
84171	LOXL4
26750	RPS6KC1
132625	ZFP42
6835	SURF2
84953	NA
56957	OTUD7B
79982	DNAJB14
2879	GPX4
9282	MED14
84307	ZNF397
8626	TP63
1893	ECM1
54464	XRN1
90321	ZNF766
654463	FER1L6
29093	MRPL22
339500	ZNF678
56105	PCDHGA11
84328	LZIC
23636	NUP62
55701	ARHGEF40
10420	TESK2
5445	PON2
222643	UNC5CL
29102	DROSHA
114926	SMIM19
79669	C3orf52
221914	GPC2
131118	DNAJC19
254863	TMEM256
80709	AKNA
25851	TECPR1
23551	RASD2
9382	COG1
80017	DGLUCY
55748	CNDP2
5326	PLAGL2
80346	REEP4
8991	SELENBP1
8458	TTF2
90355	MACIR
414	ARSD
8706	B3GALNT1
80032	ZNF556
51097	SCCPDH
8910	SGCE
65220	NADK
140739	UBE2F
100499489	LINC03027
253039	CUTALP
64210	MMS19
7027	TFDP1
5211	PFKL
586	BCAT1
7295	TXN
84722	PSRC1
51690	LSM7
10432	RBM14
9310	ZNF235
56911	MAP3K7CL
403313	PLPP6
3159	HMGA1
483	ATP1B3
22822	PHLDA1
122961	ISCA2
26986	PABPC1
10283	CWC27
57649	PHF12
59344	ALOXE3
136647	MPLKIP
7569	ZNF182
54985	HCFC1R1
8974	P4HA2
54784	ALKBH4
284695	ZNF326
4710	NDUFB4
8621	CDK13
4771	NF2
729852	UMAD1
26007	TKFC
84640	USP38
51669	SARAF
117246	FTSJ3
286827	TRIM59
10456	HAX1
64419	MTMR14
23167	EFR3A
92092	ZC3HAV1L
54677	CROT
81493	SYNC
1917	EEF1A2
23474	ETHE1
7465	WEE1
11169	WDHD1
81576	YJU2B
51293	CD320
200185	KRTCAP2
22878	TRAPPC8
650623	BEND3P3
148479	PHF13
1819	DRG2
63971	KIF13A
79092	CARD14
55656	INTS8
9578	CDC42BPB
219988	PATL1
8801	SUCLG2
4733	DRG1
25914	RTTN
124930	ANKRD13B
5929	RBBP5
80195	TMEM254
6790	AURKA
441054	C4orf47
11005	SPINK5
729218	LOC729218
8883	NAE1
23479	ISCU
57142	RTN4
5558	PRIM2
2192	FBLN1
65983	GRAMD2B
971	CD72
96610	BMS1P20
100506930	LINC00665
283927	NUDT7
6832	SUPV3L1
57534	MIB1
221184	CPNE2
5476	CTSA
26778	SNORA70
55179	FAIM
84081	NSRP1
23708	GSPT2
8446	DUSP11
51250	MTRES1
124923	RSKR
1656	DDX6
23352	UBR4
132014	IL17RE
2166	FAAH
5192	PEX10
55756	INTS9
125488	TTC39C
285237	C3orf38
7158	TP53BP1
51362	CDC40
4957	ODF2
57178	ZMIZ1
441089	CRSP8P
4134	MAP4
5164	PDK2
54620	FBXL19
5861	RAB1A
5982	RFC2
94234	FOXQ1
128061	C1orf131
57403	RAB22A
23049	SMG1
85026	ARRDC1-AS1
221294	NT5DC1
63933	MCUR1
51645	PPIL1
65266	WNK4
9846	GAB2
387103	CENPW
9265	CYTH3
24137	KIF4A
23395	LARS2
2122	MECOM
1639	DCTN1
79758	DHRS12
100132341	CLUHP3
51397	COMMD10
154007	SNRNP48
339231	ARL16
8470	SORBS2
55218	EXD2
2967	GTF2H3
647033	PA2G4P4
6482	ST3GAL1
286826	LIN9
8100	IFT88
51026	GOLT1B
728609	SDHAP3
7633	ZNF79
10810	WASF3
57117	INTS12
285331	CCDC66
221302	ZUP1
23089	PEG10
51109	RDH11
599	BCL2L2
54960	GEMIN8
5191	PEX7
54414	SIAE
84832	ANKRD36BP1
8454	CUL1
26137	ZBTB20
8556	CDC14A
7566	ZNF18
5685	PSMA4
728	C5AR1
81037	CLPTM1L
84895	MIGA2
8703	B4GALT3
114987	WDR31
221078	NSUN6
51390	AIG1
10068	IL18BP
8439	NSMAF
64969	MRPS5
79983	POF1B
51077	FCF1
140462	ASB9
54458	PRR13
56975	FAM20C
55806	HR
22907	DHX30
254394	MCM9
79036	KXD1
55180	LINS1
79102	RNF26
51692	CPSF3
84916	UTP4
51602	NOP58
10413	YAP1
195827	PRXL2C
4708	NDUFB2
94120	SYTL3
10066	SCAMP2
64859	NABP1
7976	FZD3
8611	PLPP1
10075	HUWE1
57801	HES4
196463	PLBD2
81565	NDEL1
752	FMNL1
727758	ROCK1P1
100505566	LINC00578
83851	SYT16
4851	NOTCH1
11130	ZWINT
60528	ELAC2
55236	UBA6
6141	RPL18
1859	DYRK1A
6201	RPS7
677805	SNORA18
2885	GRB2
440288	UBL7-DT
84286	TMEM175
8507	ENC1
119548	PNLIPRP3
9289	ADGRG1
112849	L3HYPDH
387032	ZKSCAN4
23189	KANK1
100526833	SEPT5-GP1BB
51463	GPR89B
10169	SERF2
8819	SAP30
56849	TCEAL7
3996	LLGL1
8888	MCM3AP
22921	MSRB2
9730	DCAF1
201255	LRRC45
81034	SLC25A32
54555	DDX49
55024	BANK1
583	BBS2
647087	STMP1
23365	ARHGEF12
4776	NFATC4
84216	TMEM117
10681	GNB5
9276	COPB2
144577	KICS2
5695	PSMB7
7458	EIF4H
79672	FN3KRP
50488	MINK1
10001	MED6
122809	SOCS4
55256	ADI1
79885	HDAC11
90627	STARD13
100270804	LCDR
80023	NRSN2
79918	SETD6
1140	CHRNB1
10589	DRAP1
55731	FAM222B
10981	RAB32
4735	SEPTIN2
9294	S1PR2
55173	MRPS10
9648	GCC2
200205	IBA57
284581	LOC284581
80298	MTERF2
6602	SMARCD1
585	BBS4
196264	MPZL3
64979	MRPL36
221692	PHACTR1
2232	FDXR
9675	TTI1
57486	NLN
1000	CDH2
1385	CREB1
553103	MIR3936HG
57692	MAGEE1
118980	SFXN2
23332	CLASP1
10644	IGF2BP2
9096	TBX18
55929	DMAP1
7001	PRDX2
64403	CDH24
3714	JAG2
10900	RUNDC3A
126328	NDUFA11
6500	SKP1
55900	ZNF302
55213	RCBTB1
55825	PECR
1122	CHML
7756	ZNF207
10159	ATP6AP2
3670	ISL1
64745	METTL17
55582	KIF27
79977	GRHL2
136051	ZNF786
6665	SOX15
10393	ANAPC10
51776	MAP3K20
51264	MRPL27
85414	SLC45A3
54811	ZNF562
9349	RPL23
908	CCT6A
23383	MAU2
440044	SLC22A20P
440926	H3P6
6646	SOAT1
283991	UBALD2
154743	BMT2
6382	SDC1
348995	NUP43
7408	VASP
3991	LIPE
84240	ZCCHC9
10146	G3BP1
100527964	LHX4-AS1
6647	SOD1
1857	DVL3
4674	NAP1L2
9049	AIP
51382	ATP6V1D
7879	RAB7A
8506	CNTNAP1
113115	MTFR2
79940	LINC00472
10570	DPYSL4
2782	GNB1
128240	NAXE
101752399	STAG3L5P-PVRIG2P-PILRB
968	CD68
10576	CCT2
79834	PEAK1
43	ACHE
196383	RILPL2
27330	RPS6KA6
23315	SLC9A8
3096	HIVEP1
203228	C9orf72
643977	FLJ32255
55324	ABCF3
93973	ACTR8
1975	EIF4B
64426	SUDS3
27079	RPUSD2
83707	TRPT1
54503	ZDHHC13
84239	ATP13A4
80004	ESRP2
7761	ZNF214
124220	ZG16B
6609	SMPD1
131408	FAM131A
55854	ZC3H15
6894	TARBP1
23480	SEC61G
26017	FAM32A
26010	SPATS2L
201626	PDE12
51585	PCF11
59277	NTN4
389432	SAMD5
9646	CTR9
10331	B3GNT3
284757	MIR646HG
84914	ZNF587
23198	PSME4
9782	MATR3
22934	RPIA
9672	SDC3
710	SERPING1
92597	MOB1B
1278	COL1A2
5836	PYGL
51203	NUSAP1
339175	METTL2A
440894	LINC01123
102724594	LOC102724594
5090	PBX3
8559	PRPF18
1742	DLG4
8777	MPDZ
51684	SUFU
26173	INTS1
1944	EFNA3
63931	MRPS14
10440	TIMM17A
3840	KPNA4
55362	TMEM63B
9145	SYNGR1
283932	FBXL19-AS1
23216	TBC1D1
100128770	LOC100128770
5531	PPP4C
285958	SNHG15
100134229	KDM7A-DT
55355	HJURP
84262	PSMG3
54872	PIGG
50617	ATP6V0A4
284942	RPL23AP82
57153	SLC44A2
144608	C12orf60
54461	FBXW5
201475	RAB12
55898	UNC45A
140461	ASB8
100506190	LINC00963
65993	MRPS34
6508	SLC4A3
117583	PARD3B
2821	GPI
56890	MDM1
54762	GRAMD1C
645644	FLJ42627
286451	YIPF6
93429	LOC93429
10062	NR1H3
55075	UACA
83871	RAB34
79590	MRPL24
84929	FIBCD1
54808	DYM
1646	AKR1C2
27152	INTU
399972	GSEC
133584	EGFLAM
6780	STAU1
55356	SLC22A15
10254	STAM2
84295	PHF6
10426	TUBGCP3
1509	CTSD
6397	SEC14L1
126075	CCDC159
84280	BTBD10
101154753	PANDAR
4883	NPR3
653820	FAM72B
2811	GP1BA
293	SLC25A6
5990	RFX2
339366	ADAMTSL5
6184	RPN1
10490	VTI1B
114882	OSBPL8
54587	MXRA8
6907	TBL1X
5141	PDE4A
27347	STK39
6199	RPS6KB2
728233	PI4KAP1
27020	NPTN
442213	PTCHD4
125950	RAVER1
100131067	CKMT2-AS1
121273	C12orf54
79644	SRD5A3
3612	IMPA1
5589	PRKCSH
83452	RAB33B
79925	SPEF2
10199	MPHOSPH10
1718	DHCR24
26048	ZNF500
93109	TMEM44
57035	RSRP1
84270	CARD19
84844	PHF5A
133396	IL31RA
55684	RABL6
1340	COX6B1
5718	PSMD12
654320	SNORA8
84206	MEX3B
7988	ZNF212
60490	PPCDC
51308	REEP2
1436	CSF1R
50863	NTM
80199	FUZ
57231	SNX14
100507602	TRIM52-AS1
84549	MAK16
103352539	LINC01410
91748	MIDEAS
55536	CDCA7L
26019	UPF2
57003	CCDC47
8520	HAT1
92400	RBM18
79979	TRMT2B
10229	COQ7
641977	SEPTIN7P2
2070	EYA4
8724	SNX3
55798	METTL2B
93058	COQ10A
6035	RNASE1
649446	DLGAP1-AS1
9905	SGSM2
27037	TRMT2A
253512	SLC25A30
645513	SEPTIN7P14
25796	PGLS
10551	AGR2
6618	SNAPC2
25934	NIPSNAP3A
5382	PMS2P4
6518	SLC2A5
54439	RBM27
4709	NDUFB3
51493	RTCB
8555	CDC14B
22853	LMTK2
7074	TIAM1
8677	STX10
7087	ICAM5
79133	NDUFAF5
54542	RC3H2
51107	APH1A
55967	NDUFA12
9575	CLOCK
3516	RBPJ
84292	WDR83
23595	ORC3
346653	GARIN1A
55274	PHF10
23536	ADAT1
2909	ARHGAP35
1525	CXADR
7035	TFPI
161145	TMEM229B
9400	RECQL5
55805	LRP2BP
7089	TLE2
115703	ARHGAP33
118813	ZFYVE27
80003	PCNX2
386627	SAP30L-AS1
1642	DDB1
26301	GBGT1
983	CDK1
114757	CYGB
5606	MAP2K3
100129461	LYRM4-AS1
59348	ZNF350
10616	RBCK1
55593	OTUD5
79772	MCTP1
51586	MED15
4189	DNAJB9
7251	TSG101
623	BDKRB1
7098	TLR3
57222	ERGIC1
9456	HOMER1
54888	NSUN2
10207	PATJ
101927189	LOC101927189
63979	FIGNL1
55437	STRADB
114876	OSBPL1A
64397	ZNF106
56970	ATXN7L3
1152	CKB
7433	VIPR1
23464	GCAT
347735	SERINC2
115361	GBP4
5256	PHKA2
8208	CHAF1B
693199	MIR614
10478	SLC25A17
55061	SUSD4
142891	SAMD8
2194	FASN
3336	HSPE1
7503	XIST
657	BMPR1A
80024	SLC8B1
23142	DCUN1D4
441601	SEPTIN7P11
83607	AMMECR1L
146540	ZNF785
26960	NBEA
8509	NDST2
389337	ARHGEF37
5584	PRKCI
56998	CTNNBIP1
6940	ZNF354A
594	BCKDHB
147015	DHRS13
26232	FBXO2
5178	PEG3
159013	CXorf38
54845	ESRP1
3685	ITGAV
55132	LARP1B
7621	ZNF70
8904	CPNE1
8774	NAPG
125893	ZNF816
54800	KLHL24
55571	CNOT11
21	ABCA3
54540	FAM193B
140735	DYNLL2
6284	S100A13
54014	BRWD1
285368	PRRT3
54902	TTC19
10714	POLD3
29888	STRN4
6059	ABCE1
2963	GTF2F2
3005	H1-0
51337	THEM6
1978	EIF4EBP1
400	ARL1
130502	TTC32
613	BCR
7392	USF2
57546	PDP2
60558	GUF1
3268	AGFG2
4236	MFAP1
192670	AGO4
904	CCNT1
58504	ARHGAP22
50640	PNPLA8
51329	ARL6IP4
5134	PDCD2
8322	FZD4
9741	LAPTM4A
4536	ND2
8270	LAGE3
375287	RBM43
124093	CCDC78
89797	NAV2
9898	UBAP2L
3382	ICA1
221443	OARD1
10140	TOB1
6080	SNORA73A
3609	ILF3
23240	TMEM131L
26469	PTPN18
23646	PLD3
79696	ZC2HC1C
51360	MBTPS2
60681	FKBP10
2139	EYA2
6050	RNH1
8895	CPNE3
2771	GNAI2
6821	SUOX
27430	MAT2B
55835	CENPJ
51477	ISYNA1
9801	MRPL19
55705	IPO9
6297	SALL2
5598	MAPK7
51714	SELENOT
29086	BABAM1
51191	HERC5
60493	FASTKD5
29988	SLC2A8
10622	POLR3G
27043	PELP1
56922	MCCC1
147687	ZNF417
6720	SREBF1
7536	SF1
11320	MGAT4A
392	ARHGAP1
55056	GABPB1-IT1
2982	GUCY1A1
84141	EVA1A
22873	DZIP1
79837	PIP4K2C
64771	ILRUN
200058	NA
7871	SLMAP
10926	DBF4
7752	ZNF200
5094	PCBP2
79668	PARP8
23241	PACS2
2639	GCDH
54903	MKS1
54680	ZNHIT6
55071	C9orf40
27094	KCNMB3
2072	ERCC4
474343	SPIN2B
285605	DTWD2
8731	RNMT
255967	PAN3
94056	SYAP1
83858	ATAD3B
1847	DUSP5
58485	TRAPPC1
3762	KCNJ5
9497	SLC4A7
10053	AP1M2
50853	VILL
54968	TMEM70
83443	SF3B5
92667	MGME1
54471	MIEF1
167691	LCA5
23061	TBC1D9B
6605	SMARCE1
84314	TMEM107
1161	ERCC8
4048	LTA4H
90589	ZNF625
127396	ZNF684
63977	PRDM15
171546	SPTSSA
27248	ERLEC1
114819	CROCCP3
27161	AGO2
2923	PDIA3
65981	CAPRIN2
9891	NUAK1
115286	SLC25A26
55870	ASH1L
9589	WTAP
271	AMPD2
23014	FBXO21
93343	MVB12A
57513	CASKIN2
661	POLR3D
128977	C22orf39
80228	ORAI2
84909	AOPEP
57688	ZSWIM6
2778	GNAS
9870	AREL1
11097	NUP42
7994	KAT6A
8837	CFLAR
4514	COX3
25841	ABTB2
255403	ZNF718
6640	SNTA1
4645	MYO5B
55709	KBTBD4
5316	PKNOX1
84541	KBTBD8
80817	CEP44
10287	RGS19
124446	TMEM219
51765	STK26
23232	TBC1D12
28984	RGCC
23466	CBX6
8881	CDC16
23389	MED13L
57464	STRIP2
8045	RASSF7
25898	RCHY1
9424	KCNK6
10204	NUTF2
55315	SLC29A3
8202	NCOA3
158	ADSL
494143	CHAC2
54809	SAMD9
79642	ARSJ
56963	RGMA
55916	NXT2
4084	MXD1
55592	GOLGA2P5
26505	CNNM3
142	PARP1
54976	C20orf27
642946	FLVCR1-DT
441733	PRKXP1
9469	CHST3
51501	HIKESHI
10240	MRPS31
9657	IQCB1
57700	FHIP2A
6429	SRSF4
148156	ZNF558
127687	C1orf122
100128653	LOC100128653
43849	KLK12
344787	ZNF860
84612	PARD6B
8853	ASAP2
8602	NOP14
84804	MFSD9
10653	SPINT2
154091	SLC2A12
25900	IFFO1
2564	GABRE
81617	CAB39L
8237	USP11
338699	ANKRD42
10785	WDR4
4007	PRICKLE3
54549	SDK2
9551	ATP5MF
24145	PANX1
65062	TMEM237
9743	ARHGAP32
22823	MTF2
22911	WDR47
100130581	LINC00910
9044	BTAF1
9475	ROCK2
54816	ZNF280D
10733	PLK4
55824	PAG1
4500	MT1L
8780	RIOK3
9690	UBE3C
63905	MANBAL
5045	FURIN
26233	FBXL6
5439	POLR2J
1545	CYP1B1
4162	MCAM
6782	HSPA13
55234	SMU1
9409	PEX16
5753	PTK6
79871	RPAP2
8672	EIF4G3
275	AMT
10497	UNC13B
692099	FAM86DP
653160	GPR199P
80854	SETD7
7168	TPM1
5612	THAP12
127534	GJB4
4356	MPP3
10459	MAD2L2
27297	CRCP
7358	UGDH
51398	WDR83OS
100131205	RPL21P28
653689	GSTT2B
9581	PREPL
57530	CGN
84315	MON1A
56479	KCNQ5
23654	PLXNB2
8317	CDC7
5527	PPP2R5C
571	BACH1
127602	DNAH14
3988	LIPA
3675	ITGA3
6261	RYR1
283638	CEP170B
51070	NOSIP
25940	FAM98A
51278	IER5
10650	PRELID3A
122704	MRPL52
92342	METTL18
7738	ZNF184
23322	RPGRIP1L
3916	LAMP1
25936	NSL1
4041	LRP5
150290	DUSP18
10327	AKR1A1
10409	BASP1
51535	PPHLN1
3306	HSPA2
64422	ATG3
10004	NAALADL1
7675	ZNF121
92579	G6PC3
4741	NEFM
79132	DHX58
55624	POMGNT1
51562	MBIP
3340	NDST1
25998	IBTK
23155	CLCC1
57634	EP400
7485	GET1
150468	CKAP2L
131368	ZPLD1
25803	SPDEF
4683	NBN
84893	FBH1
89944	GLB1L2
55225	RAVER2
79081	LBHD1
7167	TPI1
54841	BIVM
4669	NAGLU
10552	ARPC1A
140465	MYL6B
4338	MOCS2
128553	TSHZ2
155060	LOC155060
123775	C16orf46
10531	PITRM1
2316	FLNA
55902	ACSS2
55193	PBRM1
101927865	MYOSLID-AS1
80320	SP6
4215	MAP3K3
84798	C19orf48
200734	SPRED2
55757	UGGT2
6152	RPL24
56099	PCDHGB7
79001	VKORC1
84733	CBX2
79646	PANK3
100009676	ZBTB11-AS1
10942	PRSS21
83699	SH3BGRL2
9522	SCAMP1
55111	PLEKHJ1
23070	CMTR1
84525	HOPX
132789	GNPDA2
1786	DNMT1
80071	CCDC15
9903	KLHL21
162966	ZNF600
84910	TMEM87B
85395	SLX9
5378	PMS1
11227	GALNT5
3032	HADHB
79037	PVRIG
133619	PRRC1
375033	PEAR1
11328	FKBP9
54499	TMCO1
56005	MYDGF
10656	KHDRBS3
283871	PGP
9111	NMI
152518	NFXL1
55650	PIGV
4722	NDUFS3
56882	CDC42SE1
51635	DHRS7
7038	TG
51668	HSPB11
147929	ZNF565
64062	RBM26
4537	ND3
8228	PNPLA4
317649	EIF4E3
54386	TERF2IP
83593	RASSF5
10380	BPNT1
5819	NECTIN2
414236	C10orf55
8428	STK24
65975	STK33
8658	TNKS
1606	DGKA
115098	CCDC124
29015	SLC43A3
30836	DNTTIP2
8682	PEA15
143098	MPP7
3092	HIP1
23275	POFUT2
84445	LZTS2
65268	WNK2
5603	MAPK13
7327	UBE2G2
105374013	NA
100101267	POM121C
4725	NDUFS5
6154	RPL26
1677	DFFB
119504	ANAPC16
84809	CROCCP2
57122	NUP107
23590	PDSS1
79705	LRRK1
9139	CBFA2T2
65980	BRD9
11230	PRAF2
57559	STAMBPL1
2956	MSH6
79088	ZNF426
10585	POMT1
6749	SSRP1
55214	P3H2
949	SCARB1
55	ACP3
7516	XRCC2
84128	WDR75
55266	TMEM19
9883	POM121
374393	FAM111B
23268	DNMBP
10226	PLIN3
100133991	MAP3K14-AS1
1039	CDR2
5054	SERPINE1
23788	MTCH2
2592	GALT
55135	WRAP53
152195	NUDT16L2P
5908	RAP1B
135154	SDHAF4
5829	PXN
64208	POPDC3
54058	C21orf58
9022	CLIC3
5777	PTPN6
81631	MAP1LC3B
10767	HBS1L
654433	PAX8-AS1
5710	PSMD4
11116	CEP43
26136	TES
57325	KAT14
55486	PARL
2120	ETV6
162	AP1B1
51218	GLRX5
23456	ABCB10
6728	SRP19
6726	SRP9
64400	AKTIP
54915	YTHDF1
642236	FRG1JP
439990	LINC00857
9666	DZIP3
1580	CYP4B1
223	ALDH9A1
57168	ASPHD2
6895	TARBP2
79961	DENND2D
339263	LINC02693
55144	LRRC8D
80313	LRRC27
23062	GGA2
9202	ZMYM4
84289	ING5
283209	PGM2L1
5351	PLOD1
55739	NAXD
479	ATP12A
130888	FBXO36
51665	ASB1
284111	SLC13A5
80045	GPR157
2230	FDX1
79091	METTL22
7405	UVRAG
8409	UXT
8467	SMARCA5
93081	TEX30
222183	SRRM3
5150	PDE7A
81031	SLC2A10
675	BRCA2
7716	VEZF1
7711	ZNF155
56889	TM9SF3
8620	NPFF
51726	DNAJB11
4358	MPV17
23759	PPIL2
8539	API5
85302	FBF1
2580	GAK
4093	SMAD9
6326	SCN2A
7384	UQCRC1
5229	PGGT1B
9869	SETDB1
51132	RLIM
9735	KNTC1
55131	RBM28
64718	UNKL
29894	CPSF1
51649	MRPS23
28966	SNX24
51633	OTUD6B
10087	CERT1
4194	MDM4
10484	SEC23A
55108	BSDC1
10980	COPS6
83759	RBM4B
84320	ACBD6
57678	GPAM
6209	RPS15
90639	COX19
153443	SRFBP1
148213	ZNF681
23451	SF3B1
85358	SHANK3
54534	MRPL50
642517	AGAP9
6120	RPE
79177	ZNF576
6327	SCN2B
9236	CCPG1
149483	CCDC17
101927027	CHROMR
100093631	GTF2IP4
23411	SIRT1
2739	GLO1
8907	AP1M1
29995	LMCD1
79783	SUGCT
83999	KREMEN1
548645	DNAJC25
6801	STRN
527	ATP6V0C
5719	PSMD13
126133	ALDH16A1
9588	PRDX6
389541	LAMTOR4
55633	TBC1D22B
55787	TXLNG
6674	SPAG1
100505633	LINC01133
25807	RHBDD3
3396	MRPL58
440400	RNASEK
4850	CNOT4
55740	ENAH
8792	TNFRSF11A
6339	SCNN1D
23075	SWAP70
83592	AKR1E2
266977	ADGRF1
5793	PTPRG
219	ALDH1B1
84996	URB1-AS1
9135	RABEP1
7182	NR2C2
56681	SAR1A
151648	SGO1
79697	RIOX1
126526	C19orf47
100289019	SLC25A25-AS1
5578	PRKCA
23648	SSBP3
90102	PHLDB2
11014	KDELR2
11235	PDCD10
440193	CCDC88C
1175	AP2S1
10276	NET1
9158	FIBP
1112	FOXN3
347918	EP400P1
91304	TMEM259
9732	DOCK4
6747	SSR3
64857	PLEKHG2
1738	DLD
11017	SNRNP27
3839	KPNA3
10328	EMC8
27433	TOR2A
23408	SIRT5
51304	ZDHHC3
2235	FECH
29781	NCAPH2
4926	NUMA1
7428	VHL
57614	RELCH
26278	SACS
23149	FCHO1
319089	TTC6
25996	REXO2
9757	KMT2B
34	ACADM
57181	SLC39A10
84133	ZNRF3
114788	CSMD3
10052	GJC1
1153	CIRBP
157378	TMEM65
100132707	PAXIP1-AS2
80315	CPEB4
27032	ATP2C1
9993	DGCR2
11040	PIM2
7296	TXNRD1
4253	MIA2
100507495	SDCBP2-AS1
127253	TYW3
84313	VPS25
871	SERPINH1
55957	LIN37
6204	RPS10
388610	TRNP1
101929469	TEX52
51060	TXNDC12
84959	UBASH3B
7570	ZNF22
9474	ATG5
51075	TMX2
9767	JADE3
100287765	LINC00630
221935	SDK1
90871	DMAC1
283358	B4GALNT3
27230	SERP1
100505573	INAFM2
11179	ZNF277
8175	SF3A2
51035	UBXN1
55312	RFK
5922	RASA2
11043	MID2
55803	ADAP2
8473	OGT
6207	RPS13
728377	ARHGEF34P
7982	ST7
25831	HECTD1
80326	WNT10A
58515	SELENOK
80014	WWC2
95681	CEP41
5289	PIK3C3
11034	DSTN
5789	PTPRD
11232	POLG2
83943	IMMP2L
53637	S1PR5
3281	HSBP1
645958	RPS18P9
51596	CUTA
100506746	AFF1-AS1
157773	C8orf48
5663	PSEN1
92211	CDHR1
55333	SYNJ2BP
5700	PSMC1
80018	NAA25
23607	CD2AP
83540	NUF2
25999	CLIP3
83988	NCALD
1277	COL1A1
516	ATP5MC1
8729	GBF1
23507	LRRC8B
51074	APIP
64759	TNS3
79817	MOB3B
526	ATP6V1B2
221496	LEMD2
11041	B4GAT1
25957	PNISR
259217	HSPA12A
79086	SMIM7
57670	KIAA1549
10079	ATP9A
2733	GLE1
3795	KHK
165918	RNF168
26036	ZNF451
6427	SRSF2
348013	TMEM255B
54875	CNTLN
26119	LDLRAP1
10406	WFDC2
285527	FRYL
222194	RSBN1L
6185	RPN2
284403	WDR62
441869	ANKRD65
11236	RNF139
2356	FPGS
8550	MAPKAPK5
6745	SSR1
10241	CALCOCO2
2260	FGFR1
653857	ACTR3C
56996	SLC12A9
9820	CUL7
5318	PKP2
5799	PTPRN2
79441	HAUS3
5304	PIP
23085	ERC1
6655	SOS2
150962	PUS10
84138	SLC7A6OS
8898	MTMR2
1201	CLN3
9925	ZBTB5
57639	CCDC146
2787	GNG5
117145	THEM4
147686	ZNF418
7957	EPM2A
11093	ADAMTS13
2588	GALNS
79026	AHNAK
152579	SCFD2
55786	ZNF415
9807	IP6K1
26064	RAI14
6419	SETMAR
55090	MED9
55670	PEX26
649	BMP1
541471	MIR4435-2HG
4192	MDK
160140	C11orf65
79719	AAGAB
29801	ZDHHC8
4076	CAPRIN1
2678	GGT1
220929	ZNF438
25776	CBY1
155054	ZNF425
119391	GSTO2
6376	CX3CL1
811	CALR
57514	ARHGAP31
9829	DNAJC6
65008	MRPL1
51072	MEMO1
23150	FRMD4B
8574	AKR7A2
7266	DNAJC7
80829	ZFP91
221710	SMIM13
221468	TMEM217
4188	MDFI
10519	CIB1
26127	FGFR1OP2
9776	ATG13
6235	RPS29
54840	APTX
160851	DGKH
146705	TEPSIN
51389	RWDD1
9425	CDYL
23603	CORO1C
89795	NAV3
128710	SLX4IP
26145	IRF2BP1
5361	PLXNA1
55906	ZC4H2
27335	EIF3K
55156	ARMC1
196883	ADCY4
54986	ULK4
100505678	STARD4-AS1
3308	HSPA4
7430	EZR
2523	FUT1
83903	HASPIN
55659	ZNF416
3895	KTN1
5063	PAK3
598	BCL2L1
132949	AASDH
4485	MST1
9170	LPAR2
5195	PEX14
10791	VAMP5
90203	SNX21
65094	JMJD4
280	AMY2B
54984	PINX1
8815	BANF1
317662	FAM149B1
113146	AHNAK2
59338	PLEKHA1
10713	USP39
8851	CDK5R1
51303	FKBP11
5994	RFXAP
9897	WASHC5
100130691	LOC100130691
9796	PHYHIP
81602	CDADC1
619189	SERINC4
163050	ZNF564
8887	TAX1BP1
401024	FSIP2
2027	ENO3
9107	MTMR6
84256	FLYWCH1
204851	HIPK1
27097	TAF5L
641516	KC6
1056	CEL
254102	EHBP1L1
84872	ZC3H10
2064	ERBB2
10512	SEMA3C
25921	ZDHHC5
23511	NUP188
10040	TOM1L1
80162	PGGHG
728431	ZC3H12A-DT
29978	UBQLN2
54957	TXNL4B
5892	RAD51D
2114	ETS2
142678	MIB2
83439	TCF7L1
2653	GCSH
441242	LINC03006
8694	DGAT1
84179	SLC49A3
51196	PLCE1
51121	RPL26L1
6196	RPS6KA2
79720	VPS37B
56675	NRIP3
93	ACVR2B
286410	ATP11C
10190	TXNDC9
83473	KATNAL2
4799	NFX1
54938	SARS2
55178	MRM3
51363	CHST15
197342	EME2
22863	ATG14
3628	INPP1
102724428	LOC102724428
1933	EEF1B2
